title_proximity_tfidf,description_proximity_tfidf,main_query_tfidf,query_jl_score,query_title_score,city_match,job_age_days,apply,search_date_pacific,u_id,mgoc_id
0.0,0.20771845,0.0,0.012005869,0.016141344,1.0,8.0,0,2018-01-24,619758de-77a2-4a36-8f87-e1cd620518dd,10107
,,0.0,0.016849436,0.024641294,0.0,1.0,0,2018-01-24,61976e3d-6f4b-4e2f-b79b-6084d52f11d1,10055
0.0,0.0,2.6474133,0.044445608,0.008203057,0.0,6.0,0,2018-01-23,61a00718-b13d-4832-a461-6a37d4ec066b,10111
0.0,0.0,2.6474133,0.044445608,0.008203057,0.0,6.0,0,2018-01-23,61a00718-b13d-4832-a461-6a37d4ec066b,10111
31.7891,0.031698443,7.203991,0.017005373,0.17748761,,5.0,0,2018-01-27,61ae30c3-21fe-468a-b7ff-486f9bf59eaf,10066
0.0,0.06137943,0.0,0.011305025,0.013133875,,8.0,0,2018-01-26,61cf7852-2364-48f3-af07-c88eb39b4909,10145
14.888767,0.08433949,3.7221918,0.011305025,0.013133875,,0.0,0,2018-01-26,61cf7852-2364-48f3-af07-c88eb39b4909,10157
14.888767,0.08433949,3.7221918,0.011305025,0.013133875,,0.0,0,2018-01-26,61cf7852-2364-48f3-af07-c88eb39b4909,10157
0.0,0.0,0.0,0.01724138,0.02021339,1.0,13.0,0,2018-01-23,61f2f89a-8821-4d96-a6c6-3b43e7dee393,10132
0.0,0.17703697,0.0,0.010646895,0.0120997,0.0,7.0,0,2018-01-25,61f8a425-02b7-4c8b-95bb-8e1122cd2130,10132
0.0,0.0,0.0,0.006162801,0.007262751,1.0,0.0,0,2018-01-24,6213a6d1-7647-46a2-8551-8d9143c90add,10152
0.0,0.11409472,0.0,1e-06,0.032438856,,1.0,0,2018-01-23,622d76a6-6c87-4ece-b97f-6e19e2fda68a,10006
0.0,0.0,0.0,0.0057435995,0.006486975,1.0,4.0,0,2018-01-27,6233ce13-51d9-41b2-a45e-100ca4e7ed6a,10122
0.0,0.0,0.0,0.026355602,0.09274239,0.0,3.0,1,2018-01-23,6257cbaa-f4e3-4067-a371-7fc298da3ef5,10084
0.0,0.0,0.0,0.026355602,0.09274239,0.0,3.0,0,2018-01-23,6257cbaa-f4e3-4067-a371-7fc298da3ef5,10084
39.655647,0.08979922,6.972989,0.009732754,0.010509829,,1.0,0,2018-01-25,6260268f-ca18-413f-be2c-c215d3fb3dae,10018
43.2207,0.08285909,13.103199,0.027279133,0.19690348,,1.0,0,2018-01-25,626d6f9e-753c-4e7d-9db1-4eecc3fc421b,10012
,,0.0,0.015788676,0.024572851,1.0,1.0,0,2018-01-23,626ebc99-efce-41f1-a634-2a146d8bf758,10140
0.0,0.043444972,2.1071389,0.016980976,0.021633381,,1.0,0,2018-01-24,62799100-1c70-4663-8423-55335151af4f,10132
,,0.0,0.013157895,0.018867925,0.0,10.0,0,2018-01-23,62976964-719b-446f-944f-0aa1bb99c280,10131
14.288717,0.0,4.4611554,0.0117493505,0.014802919,0.0,0.0,1,2018-01-25,629a5654-8b76-45a4-b804-02ba2557dd1d,10009
14.288717,0.0,4.4611554,0.0117493505,0.014802919,0.0,0.0,0,2018-01-25,629a5654-8b76-45a4-b804-02ba2557dd1d,10009
14.288717,0.0,4.4611554,0.0117493505,0.014802919,0.0,0.0,1,2018-01-25,629a5654-8b76-45a4-b804-02ba2557dd1d,10009
14.288717,0.0,4.4611554,0.0117493505,0.014802919,0.0,0.0,1,2018-01-25,629a5654-8b76-45a4-b804-02ba2557dd1d,10009
14.288717,0.0,4.4611554,0.0117493505,0.014802919,0.0,0.0,1,2018-01-25,629a5654-8b76-45a4-b804-02ba2557dd1d,10009
0.0,0.0,3.5186992,0.0127737,0.061304998,,7.0,0,2018-01-25,62a37a46-1acc-498e-b5a8-d51dd5c8f4bd,10124
0.0,0.0,0.0,0.015961455,0.010428619,1.0,5.0,0,2018-01-25,62a8341a-8f47-4dec-b480-07296ad6e9ab,10111
0.0,0.0,0.0,0.014895643,0.016418241,,13.0,0,2018-01-27,62a8f022-b00b-4dd9-abc4-e4b49d022ead,10145
,,0.0,0.015788676,0.022739485,0.0,1.0,0,2018-01-23,62b7fc8a-cc49-462a-89a4-d81bc15ab656,10120
10.223793,0.039520144,3.0993543,0.01639324,0.022879565,1.0,13.0,0,2018-01-23,62ca4900-e5cc-4748-b6a5-8fe1f5377907,10012
,,0.0,0.037457503,0.042033527,1.0,9.0,0,2018-01-22,62cf3360-c232-4fb6-966c-a6da41678b4a,-1
0.0,0.0,0.0,0.01583196,0.02173913,1.0,12.0,1,2018-01-25,62cf9731-3fb6-43a9-8ed3-3386caea6512,10036
0.0,0.0,0.0,0.01583196,0.02173913,1.0,12.0,1,2018-01-25,62cf9731-3fb6-43a9-8ed3-3386caea6512,10036
0.0,0.0,0.0,0.01583196,0.02173913,1.0,12.0,0,2018-01-25,62cf9731-3fb6-43a9-8ed3-3386caea6512,10036
24.685165,0.0,5.3364534,0.04644736,0.21418421,1.0,2.0,1,2018-01-24,62da0054-697e-4d14-a1a1-8bdbc4aee8d6,10132
24.685165,0.0,5.3364534,0.04644736,0.21418421,1.0,2.0,0,2018-01-24,62da0054-697e-4d14-a1a1-8bdbc4aee8d6,10132
0.0,0.644783,0.052838195,0.012541378,0.11431149,1.0,17.0,0,2018-01-27,62dc57fc-5f03-4d21-9406-ad17c1c8351d,10048
0.0,0.0,2.8891551,0.011465843,0.011363637,0.0,16.0,0,2018-01-25,62ec95b3-cfb4-476e-a6fc-f2ff48ecbe2e,10003
0.0,0.0,0.0,0.03726151,0.028131355,1.0,15.0,0,2018-01-21,63057dd3-ea14-42cf-ae45-9253e61ccd3a,10118
0.0,0.0,2.5900128,0.03303518,0.035273127,0.0,27.0,0,2018-01-24,633d118d-d881-48cf-b248-536189c70dc3,10082
0.0,0.0,0.0,0.009425506,0.031379018,1.0,17.0,0,2018-01-24,636a3dae-5fc1-4d59-aaad-fffea858ff66,10013
18.218554,1.503765,4.5546384,0.03908167,0.03231506,0.0,25.0,0,2018-01-23,637c11e7-e087-4f08-8a8a-0b76039a2668,10082
,,0.0,0.017206132,0.02656747,1.0,1.0,0,2018-01-26,639779af-9e4c-44a9-a962-4f070d6c9c22,10120
17.300793,0.051099744,0.0,0.015366703,0.036583953,0.0,12.0,0,2018-01-26,63acab43-d39d-4977-8fe5-6e064c020c68,10116
0.0,0.011910976,3.2398129,1e-06,0.018343506,1.0,14.0,0,2018-01-25,63ad75ff-6e56-4ed2-97be-456880b4585a,10074
0.0,0.0,2.0910993,1e-06,1e-06,0.0,2.0,0,2018-01-26,63b0619a-db5f-406a-9e70-d85d4de21624,10132
0.0,0.0,0.68099916,1e-06,0.12212887,,0.0,0,2018-01-25,63b33df3-47c1-45e0-87fd-f7ac9b88754a,10068
0.0,0.0,0.0,0.01018073,0.018062742,0.0,0.0,1,2018-01-21,63b7dc24-3593-4d93-978e-0599f9e67eee,10083
0.0,0.0,0.0,0.01018073,0.018062742,0.0,0.0,0,2018-01-21,63b7dc24-3593-4d93-978e-0599f9e67eee,10083
0.0,0.03753609,3.2244308,0.04517142,0.054477274,,6.0,1,2018-01-21,63bb30bf-c1b8-4d5f-af49-76c5d74717f0,10007
0.0,0.03753609,3.2244308,0.04517142,0.054477274,,6.0,0,2018-01-21,63bb30bf-c1b8-4d5f-af49-76c5d74717f0,10007
0.0,0.03753609,3.2244308,0.04517142,0.054477274,,6.0,0,2018-01-21,63bb30bf-c1b8-4d5f-af49-76c5d74717f0,10007
3.229553,0.009699138,2.138839,0.013082662,0.026212921,0.0,1.0,0,2018-01-24,63d949eb-1f45-4d61-bd5a-4190b043fcea,10025
,,0.0,0.011618471,0.014495426,0.0,13.0,0,2018-01-23,63dcd90d-2d9f-4588-ba49-2863f1b030a4,10138
0.0,0.0,1.4083209,0.010146366,0.008826861,0.0,8.0,0,2018-01-23,63f0d5d4-916a-4a65-b123-4c6009c66eeb,10013
0.0,0.0,0.0,0.010921695,0.022055618,0.0,10.0,0,2018-01-23,6409a711-8ff5-4695-abc0-a20b67be980c,10116
0.0,0.15220575,0.0,0.017135352,0.017314209,0.0,1.0,0,2018-01-25,643783ce-8fb4-4be3-8266-0f91aff93075,10082
,,0.0,0.017301964,0.022360465,1.0,1.0,0,2018-01-27,643da4ef-f51e-4510-98b3-61b00f29c70d,10097
8.210199,0.0,2.4884324,0.01639324,0.015917454,0.0,1.0,0,2018-01-23,644c8ff1-1c5c-480f-a7e8-077396fe29bb,10019
,,0.0,0.016885936,0.029960308,0.0,1.0,0,2018-01-24,6450a296-7aec-470a-bb7a-c4a245dd502d,10002
0.0,0.0,5.6600733,0.031618316,0.04255317,,20.0,0,2018-01-27,646ec354-227b-4cb8-8531-83a190205d86,10033
,,0.060991846,0.06257277,0.06733559,,22.0,0,2018-01-25,6498d597-7360-46f6-bc81-bfdc3c88c99a,10119
0.0,0.0,0.0,0.028844507,0.029790228,1.0,28.0,0,2018-01-24,6498f791-5d5a-4fff-97fe-7b64248dddd8,10007
0.0,0.0,0.0,0.009703562,0.009751215,1.0,2.0,0,2018-01-23,649ca46f-6ccc-4144-83e1-17bca8dcaeb1,10047
18.400007,0.3846779,0.0,0.011387299,0.06484421,0.0,1.0,0,2018-01-24,64a49b3c-decc-4694-b1d9-87dff5fc2078,10009
18.604343,0.3902767,0.0,0.011849555,0.069604635,0.0,2.0,0,2018-01-25,64a49b3c-decc-4694-b1d9-87dff5fc2078,10009
35.442467,0.076732375,7.6905212,0.025477938,0.18747441,1.0,8.0,0,2018-01-23,64a5ffef-f51a-4a95-b488-8e8f0ff38f2d,10064
35.442467,0.076732375,7.6905212,0.025477938,0.18747441,1.0,8.0,0,2018-01-23,64a5ffef-f51a-4a95-b488-8e8f0ff38f2d,10064
0.0,0.0,0.0,0.025192672,0.029991277,0.0,2.0,0,2018-01-26,64a8e3ce-52d6-400d-940c-85cae331f272,10005
0.0,0.0,0.07143235,0.018656513,0.02014604,1.0,6.0,0,2018-01-21,64b05f7f-2f12-4211-8694-5447e67cc11e,10126
,,0.0,0.015788676,0.05651731,1.0,5.0,0,2018-01-23,64b2911a-e01d-4a1f-b9b6-50332682f8a1,10091
0.0,0.0,1.6978471,0.017099673,0.017615004,0.0,17.0,0,2018-01-25,64c5dbf9-5a3d-410d-bf9b-07558526f41a,10027
0.0,0.9234818,2.9366279,0.06200263,0.1095868,,6.0,0,2018-01-25,64d13f77-c46e-416d-ac89-173a4020ebe2,10089
20.610355,0.0,4.4712663,0.015061565,0.013400706,1.0,14.0,0,2018-01-25,64dfb3d5-b75a-4199-959b-57cc20b69d0e,10039
0.0,0.0,4.5713363,0.015522897,0.0121951215,0.0,1.0,0,2018-01-25,64f16ec2-9d5f-436c-8d8d-43100e811903,10027
,,0.5313818,0.012987013,0.013513514,1.0,6.0,0,2018-01-24,650d89d1-0c3f-432f-9e2e-672ca07fa499,10122
,,0.5313818,0.012987013,0.013513514,1.0,6.0,0,2018-01-24,650d89d1-0c3f-432f-9e2e-672ca07fa499,10122
26.804707,0.08543571,4.885251,0.0062111802,0.14461981,0.0,9.0,0,2018-01-26,65327382-0087-4a55-bf95-e90f432c848c,10103
0.0,0.49696872,0.059178554,0.014298386,0.012669347,1.0,12.0,0,2018-01-21,653b84a1-0220-4ec2-97d1-81831eb5a753,10138
0.0,0.0,0.07070209,0.022516012,0.01754386,1.0,17.0,0,2018-01-26,6544729c-c9d4-4c73-98c5-35f3d21f74e5,10057
0.0,0.0,3.4447715,0.01377735,0.011779801,1.0,24.0,0,2018-01-23,65476857-c5d1-4c66-beea-87feb5b048f5,10108
,,0.0,0.015788676,0.051723216,1.0,26.0,0,2018-01-23,655a0ebb-715b-401e-ab09-1440c58f2cba,10120
0.0,0.079842284,0.0,0.012850179,0.009615385,1.0,0.0,0,2018-01-23,6587bd0e-d985-4998-8ecf-2ec420b3359c,10002
,,0.0,0.016885936,0.035563532,1.0,2.0,1,2018-01-24,658a9429-0f77-4d3d-9bdc-983a71c3008b,10082
,,0.0,0.016885936,0.035563532,1.0,2.0,0,2018-01-24,658a9429-0f77-4d3d-9bdc-983a71c3008b,10082
0.0,0.0,0.0,0.009790368,0.009258714,0.0,3.0,0,2018-01-23,659195fe-fddd-497c-a29e-27b776a3149c,10151
0.0,0.0,0.74847776,1e-06,1e-06,0.0,13.0,0,2018-01-21,6598c837-0e4b-42dd-9302-0845aef82f4b,10146
15.68783,0.0,0.0,0.019372819,0.02474757,1.0,1.0,0,2018-01-26,65a19a30-1264-4090-997a-0f69f73aff5e,10005
0.0,0.0,1.4857821,0.028111028,0.02192006,,25.0,1,2018-01-21,65a69f36-2e7e-46f7-bf7b-75042fcbb7b9,10145
0.0,0.0,1.4857821,0.028111028,0.02192006,,25.0,0,2018-01-21,65a69f36-2e7e-46f7-bf7b-75042fcbb7b9,10145
0.0,0.0,1.5126414,0.030575093,0.022333646,,1.0,0,2018-01-25,65a69f36-2e7e-46f7-bf7b-75042fcbb7b9,10145
,,0.0,0.014811981,0.022891736,1.0,3.0,0,2018-01-21,65b79ca5-3b47-44e7-9ec8-13c411174505,10120
0.0,0.0,0.621485,0.00648466,0.0050326944,1.0,12.0,0,2018-01-24,65c68abf-6cd3-40d1-82b0-efd7bb86e523,10036
30.928669,0.045618977,5.469063,0.05544056,0.27537408,,28.0,1,2018-01-23,65ccd16d-2590-4788-985b-9ec0114d44c6,10132
30.928669,0.045618977,5.469063,0.05544056,0.27537408,,28.0,0,2018-01-23,65ccd16d-2590-4788-985b-9ec0114d44c6,10132
0.0,0.0,0.0,0.019572401,0.050557505,0.0,13.0,0,2018-01-24,65cf25c3-2434-42ae-856c-45035852e53d,10049
0.0,0.0,1.5353507,0.009427575,0.031466704,0.0,2.0,0,2018-01-25,65db5ca1-5674-494f-b9a6-5f395cffcc34,10081
0.0,0.017812693,1.6996022,0.008234988,0.0065571824,0.0,1.0,0,2018-01-23,65e93eac-33ba-4b8b-b431-c01ca58180b7,10014
0.0,0.18534811,0.0,0.015041775,0.017487884,,27.0,0,2018-01-23,65fe43b6-0e47-4c8f-a316-01d8cc9233fc,10153
0.0,0.0,3.613399,0.011857446,0.007236058,0.0,4.0,0,2018-01-23,660be326-e4c2-4963-a75c-56218d420cd6,10133
0.0,0.0,0.0,0.010170959,0.00990099,1.0,3.0,0,2018-01-21,662695d4-6caa-4dae-b67b-cfb6baa415a3,10082
10.342585,0.0,4.2572074,0.034845643,0.03203928,0.0,34.0,0,2018-01-21,6631d840-ebf1-403e-9064-6c42ac05d523,10045
30.451908,2.0884905,5.491552,0.021350613,0.01813013,,17.0,0,2018-01-26,66396771-090f-4b11-8520-3c834725101e,10006
0.0,0.0,0.0,0.017905805,0.018009827,0.0,2.0,0,2018-01-25,663a3efc-7b92-415f-aec7-a30341db5f63,10037
0.0,0.0,2.6056993,0.015791213,0.01644157,,3.0,0,2018-01-25,664a5585-3f13-486c-a6bc-6c0b9d0e0c60,10023
0.0,0.0,0.07964963,0.01618717,0.02715031,1.0,6.0,0,2018-01-21,66781933-15fb-4c07-88f5-cf24de76a423,10057
0.0,0.0,0.0,0.027396586,0.09970887,,26.0,0,2018-01-24,6678b816-5b97-42cf-b7ff-196b1a57b15b,10083
,,9.290894,0.007751938,0.0105843125,,9.0,0,2018-01-25,667cacec-f7b0-476a-9eb8-99debf185bbc,10132
0.0,0.0,0.0,0.018592592,0.03433586,0.0,6.0,1,2018-01-23,66af3ada-ab0a-478d-9edf-af1bef6c827f,10046
0.0,0.0,0.0,0.018592592,0.03433586,0.0,6.0,0,2018-01-23,66af3ada-ab0a-478d-9edf-af1bef6c827f,10046
0.0,0.15354773,0.012480248,0.014877373,0.010757603,0.0,7.0,0,2018-01-23,66b006bd-d0cd-4688-9bd5-ff6fcd0c19bf,10111
5.9875712,0.017020408,2.0437639,0.013151488,0.033983298,0.0,17.0,0,2018-01-25,66b006bd-d0cd-4688-9bd5-ff6fcd0c19bf,10045
,,0.0,0.017047506,0.084337495,1.0,7.0,0,2018-01-25,66b7c261-ccd3-4a62-9354-e89155677cf0,10092
0.0,0.0,0.0,0.031611,0.0356153,1.0,15.0,0,2018-01-23,66c0e406-12fe-4034-b98a-ad1d188db7ba,10060
0.0,0.029178172,0.0,0.012236729,0.012620847,0.0,1.0,0,2018-01-25,66ce3b94-9ecc-4f1d-9058-30c20aec16f1,10145
0.0,0.029178172,0.0,0.012236729,0.012620847,0.0,1.0,0,2018-01-25,66ce3b94-9ecc-4f1d-9058-30c20aec16f1,10145
0.0,0.2182381,0.017769957,0.010862528,0.01012385,0.0,1.0,0,2018-01-25,66ce3b94-9ecc-4f1d-9058-30c20aec16f1,10145
0.0,0.16610606,0.0,0.024639064,0.0264778,1.0,8.0,0,2018-01-25,66d7c2e6-a67d-489f-ba7b-2f1a00cfec35,10118
0.0,0.08105186,0.0,0.021423358,0.017492063,,1.0,0,2018-01-25,66ddf541-119b-4a99-b08c-aef6e8a9496d,10046
0.0,1.1685067,0.15073001,0.024472682,0.027331552,,4.0,0,2018-01-23,66e7480f-da16-47f6-a986-6e9f228df8d5,10132
20.863775,0.07138654,4.617317,0.015573706,0.013791365,,5.0,0,2018-01-23,66f3646b-68ff-45d0-8da1-9f831813bd80,-1
8.067945,0.033630908,2.4970703,0.017693559,0.016773572,1.0,2.0,0,2018-01-25,67085d36-24c4-42f4-93fa-8fbb2fee0990,10005
0.0,0.0,0.0,0.011498131,0.010723985,0.0,1.0,0,2018-01-23,6709efb0-d29e-4311-a69c-e9db2b54e11d,10094
0.0,0.0,1.9035616,0.016910302,0.03608816,1.0,5.0,0,2018-01-21,671251b0-1359-4b08-801c-030afc97588d,10006
0.0,0.0,0.0,0.017394252,0.047064953,1.0,3.0,0,2018-01-23,6716d0a9-666c-4d48-aa9f-415a23f45862,10005
0.0,0.0,0.0,0.0077562258,0.02041192,0.0,1.0,1,2018-01-25,674ebe37-2e12-4e6b-ad6b-5fc77e4c4879,10068
0.0,0.0,0.0,0.0077562258,0.02041192,0.0,1.0,1,2018-01-25,674ebe37-2e12-4e6b-ad6b-5fc77e4c4879,10068
0.0,0.0,0.0,0.0077562258,0.02041192,0.0,1.0,0,2018-01-25,674ebe37-2e12-4e6b-ad6b-5fc77e4c4879,10068
0.0,0.0,7.7943053,1e-06,1e-06,0.0,143.0,0,2018-01-23,675a0780-f480-4761-b6c5-311e0174b8fe,10116
0.0,0.0,1.9553283,1e-06,1e-06,0.0,1.0,0,2018-01-25,675a0780-f480-4761-b6c5-311e0174b8fe,10116
0.0,0.0,2.6078775,1e-06,1e-06,0.0,0.0,0,2018-01-25,675a0780-f480-4761-b6c5-311e0174b8fe,10116
,,0.0,0.017206132,0.029996715,1.0,6.0,0,2018-01-26,6779cb3e-9ccb-4fc9-874d-aa6041a9f1bf,10082
,,0.0,0.02358606,0.0337309,1.0,20.0,0,2018-01-25,677b28ca-7abd-4fdd-a61a-23de48603898,10128
,,7.4205213,0.0075004455,0.0040650405,,18.0,0,2018-01-23,678c5def-5463-4f50-a4f9-1af1dc126094,10137
0.0,0.014494836,4.0716095,0.0046948357,0.011764953,0.0,6.0,0,2018-01-21,67a3f6f2-64d2-47de-9392-61f5d8ee3723,10103
0.0,0.014494836,4.0716095,0.0046948357,0.011764953,0.0,6.0,0,2018-01-21,67a3f6f2-64d2-47de-9392-61f5d8ee3723,10103
0.0,0.0,1.27295,0.014507702,0.012802513,0.0,3.0,0,2018-01-21,67be84e9-28c7-4075-8daa-4d233a27ee47,10052
0.0,0.17057669,0.0,0.018665701,0.016115306,0.0,6.0,0,2018-01-26,67d0b4d3-61c4-4c07-9980-43335bbf7cc0,10031
0.0,0.0,0.0,0.018827755,0.062153544,1.0,0.0,0,2018-01-26,67e2e2a2-8039-4662-9564-09ee3a0c82cf,10132
,,0.073249206,0.009927181,0.00884515,1.0,12.0,0,2018-01-21,67ecb88e-6f67-4448-8f2b-a65434a73656,10122
0.0,0.0,0.8762445,0.00640453,0.007351615,1.0,9.0,0,2018-01-27,67fc7ec4-18bb-443a-b6b5-5d54b5790f94,10013
0.0,0.0,3.3292642,0.010635897,0.0041100113,0.0,8.0,0,2018-01-25,67fd6872-383c-402b-88ee-5549474e6457,10114
0.0,0.0,3.3782537,0.010635897,0.021993548,0.0,14.0,0,2018-01-25,67fd6872-383c-402b-88ee-5549474e6457,10132
25.173738,0.0,5.457157,0.00877193,0.006134969,0.0,25.0,0,2018-01-23,683f72ea-129f-41a8-b05f-6f10c6949996,10148
13.5091715,0.019381642,0.0,0.016633589,0.020568173,0.0,16.0,0,2018-01-25,68462b2f-278c-4385-9366-1eb6e89d2c79,10116
,,0.0,0.015788676,0.044197507,0.0,1.0,0,2018-01-23,684f2acf-29a6-401a-a27b-3ae7e65f7b2c,10154
21.757944,0.01966977,4.6769123,0.049594253,0.10286676,,24.0,1,2018-01-24,68523975-b5a4-4077-8398-ca7733f60fe3,10132
21.757944,0.01966977,4.6769123,0.049594253,0.10286676,,24.0,0,2018-01-24,68523975-b5a4-4077-8398-ca7733f60fe3,10132
21.757944,0.01966977,4.6769123,0.049594253,0.10286676,,24.0,0,2018-01-24,68523975-b5a4-4077-8398-ca7733f60fe3,10132
0.0,0.0,0.0,0.011113059,0.01344157,1.0,3.0,0,2018-01-24,6858df6b-ece5-4b68-adfd-dee107b7d393,10122
0.0,0.1348826,0.0,0.019836463,0.014285714,1.0,1.0,0,2018-01-25,685e000f-7bba-44c2-9a66-3c55785b1078,10103
0.0,0.0,0.0,0.011033422,0.017918268,1.0,26.0,0,2018-01-23,686dd7c7-0bb3-4bcc-9b00-7d3887ae5309,10024
0.0,0.0,0.0,0.0097198235,0.00899522,0.0,24.0,0,2018-01-25,686fe3ab-fb27-438a-ad44-40a3982bbe73,10111
0.0,0.01981625,1.6941539,0.021231981,0.021553678,0.0,4.0,0,2018-01-25,687ad526-8fbd-4138-bae5-8bb7a472e434,10107
0.0,0.0,0.77358234,0.007988183,0.0058479533,1.0,5.0,0,2018-01-21,6891d412-ab7a-44b5-b99e-5fe84ee3ec64,10111
0.0,0.0,1.0425198,0.015882451,0.016713692,1.0,37.0,0,2018-01-26,689215d8-9e76-41d5-8d51-53fd69579a59,10064
